Timestamp,RA,Dec
2025-07-23 16:12:00.034,179.577993546939,-42.0386975815376
2025-07-23 16:12:00.123,179.578004260093,-42.0386969030555
2025-07-23 16:12:00.244,179.578004260093,-42.0386969030555
2025-07-23 16:12:00.341,179.577998676741,-42.0386963338959
2025-07-23 16:12:00.532,179.577998676741,-42.0386963338959
2025-07-23 16:12:00.583,179.578010464622,-42.0386957686185
2025-07-23 16:12:00.687,179.578010464622,-42.0386957686185
2025-07-23 16:12:00.788,179.57800534837,-42.0386952471125
2025-07-23 16:12:00.891,179.57800534837,-42.0386952471125
2025-07-23 16:12:01.076,179.578015456346,-42.0386945092006
2025-07-23 16:12:01.139,179.578015456346,-42.0386945092006
2025-07-23 16:12:01.228,179.578015456346,-42.0386945092006
2025-07-23 16:12:01.312,179.578008725504,-42.0386938252893
2025-07-23 16:12:01.445,179.578008725504,-42.0386938252893
2025-07-23 16:12:01.538,179.578002801182,-42.0386932227166
2025-07-23 16:12:01.669,179.578002801182,-42.0386932227166
2025-07-23 16:12:01.761,179.577997071071,-42.038692640501
2025-07-23 16:12:01.926,179.577997071071,-42.038692640501
2025-07-23 16:12:02.014,179.577990409455,-42.0386919625549
2025-07-23 16:12:02.133,179.577990409455,-42.0386919625549
2025-07-23 16:12:02.185,179.577990409455,-42.0386919625549
2025-07-23 16:12:02.326,179.578017526625,-42.0386911916058
2025-07-23 16:12:02.443,179.578017526625,-42.0386911916058
2025-07-23 16:12:02.511,179.578017526625,-42.0386911916058
2025-07-23 16:12:02.623,179.578011479633,-42.0386905773938
2025-07-23 16:12:02.733,179.578011479633,-42.0386905773938
2025-07-23 16:12:02.849,179.578003616174,-42.0386897783384
2025-07-23 16:12:02.967,179.578003616174,-42.0386897783384
2025-07-23 16:12:03.136,179.577996627662,-42.0386890708745
2025-07-23 16:12:03.188,179.577996627662,-42.0386890708745
2025-07-23 16:12:03.313,179.577996627662,-42.0386890708745
2025-07-23 16:12:03.424,179.578007595383,-42.0386884218424
2025-07-23 16:12:03.537,179.578007595383,-42.0386884218424
2025-07-23 16:12:03.650,179.57800075735,-42.0386877290186
2025-07-23 16:12:03.737,179.57800075735,-42.0386877290186
2025-07-23 16:12:03.910,179.577995355592,-42.03868718037
2025-07-23 16:12:04.010,179.577995355592,-42.03868718037
2025-07-23 16:12:04.148,179.578007039661,-42.0386866063488
2025-07-23 16:12:04.264,179.578007039661,-42.0386866063488
2025-07-23 16:12:04.348,179.578017746229,-42.0387075011492
2025-07-23 16:12:04.407,179.578017746229,-42.0387075011492
2025-07-23 16:12:04.509,179.578017746229,-42.0387075011492
2025-07-23 16:12:04.650,179.578010500642,-42.0387067685326
2025-07-23 16:12:04.727,179.578010500642,-42.0387067685326
2025-07-23 16:12:04.845,179.583060398154,-42.0334672128027
2025-07-23 16:12:04.960,179.583060398154,-42.0334672128027
2025-07-23 16:12:05.065,179.617942728602,-41.9922018883987
2025-07-23 16:12:05.186,179.617942728602,-41.9922018883987
2025-07-23 16:12:05.281,179.665262692033,-41.9349491890789
2025-07-23 16:12:05.390,179.665262692033,-41.9349491890789
2025-07-23 16:12:05.543,179.752966449645,-41.8283868928703
2025-07-23 16:12:05.603,179.752966449645,-41.8283868928703
2025-07-23 16:12:05.782,179.86972107235,-41.6854261766441
2025-07-23 16:12:05.851,179.86972107235,-41.6854261766441
2025-07-23 16:12:05.941,179.86972107235,-41.6854261766441
2025-07-23 16:12:06.097,180.072458066213,-41.4371512466729
2025-07-23 16:12:06.151,180.072458066213,-41.4371512466729
2025-07-23 16:12:06.286,180.213705474806,-41.2643137902135
2025-07-23 16:12:06.375,180.213705474806,-41.2643137902135
2025-07-23 16:12:06.505,180.434010942968,-40.9945640543565
2025-07-23 16:12:06.603,180.434010942968,-40.9945640543565
2025-07-23 16:12:06.725,180.67672311315,-40.6969906387111
2025-07-23 16:12:06.810,180.67672311315,-40.6969906387111
2025-07-23 16:12:06.965,180.881444204229,-40.4450992881156
2025-07-23 16:12:07.033,180.881444204229,-40.4450992881156
2025-07-23 16:12:07.153,180.881444204229,-40.4450992881156
2025-07-23 16:12:07.291,181.274579974655,-39.9640527024756
2025-07-23 16:12:07.385,181.274579974655,-39.9640527024756
2025-07-23 16:12:07.485,181.623914343098,-39.5348881026158
2025-07-23 16:12:07.571,181.623914343098,-39.5348881026158
2025-07-23 16:12:07.750,181.991141894121,-39.0861299280813
2025-07-23 16:12:07.805,181.991141894121,-39.0861299280813
2025-07-23 16:12:07.907,181.991141894121,-39.0861299280813
2025-07-23 16:12:08.002,182.388095283095,-38.5988627491552
2025-07-23 16:12:08.141,182.388095283095,-38.5988627491552
2025-07-23 16:12:08.227,182.83722339554,-38.0491172664755
2025-07-23 16:12:08.351,182.83722339554,-38.0491172664755
2025-07-23 16:12:08.444,183.181529719251,-37.628621210597
2025-07-23 16:12:08.567,183.181529719251,-37.628621210597
2025-07-23 16:12:08.670,183.660013598842,-37.0457911832756
2025-07-23 16:12:08.791,183.660013598842,-37.0457911832756
